HouseID,Location,HouseType,Bedrooms,Bathrooms,SquareFootage,YearBuilt,Garage,Garden,Basement,NearbySchools,CrimeRate,DistanceToCityCenter,Price
1256,Rural,Townhouse,1,2,789,1967,No,Yes,Yes,0,5.32,24.69,367048.54
1257,Rural,Detached,5,2,1302,1995,Yes,No,No,7,6.15,19.38,523618.64
1258,Urban,Semi-Detached,2,2,3030,2019,No,No,No,6,2.7,18.15,529910.76
1259,Urban,Semi-Detached,5,2,2521,1980,Yes,Yes,Yes,8,6.53,5.81,497860.98
1260,Urban,Semi-Detached,5,2,733,1958,Yes,No,No,2,4.03,22.68,376632.68
1261,Suburban,Apartment,4,1,907,1984,No,Yes,No,7,7.61,12.11,151488.95
1262,Suburban,Apartment,2,1,1193,2009,Yes,Yes,No,1,6.01,7.79,447402.38
1263,Rural,Townhouse,5,2,1669,2012,Yes,No,Yes,8,5.99,16.54,986472.33
1264,Suburban,Detached,2,2,1061,2001,Yes,Yes,Yes,0,7.17,5.69,671181.13
1265,Suburban,Apartment,3,1,2977,1997,Yes,No,No,9,4.0,22.74,467788.48
1266,Suburban,Semi-Detached,3,3,931,2010,Yes,No,No,6,4.86,21.43,129316.1
1267,Urban,Apartment,3,1,4186,1973,Yes,Yes,No,9,6.25,11.89,252586.28
1268,Urban,Detached,5,3,2068,2023,No,No,Yes,0,4.79,5.17,595914.93
1269,Rural,Apartment,3,2,3044,2007,No,No,Yes,5,5.0,12.66,522980.15
1270,Suburban,Semi-Detached,4,2,1482,2013,No,No,No,0,3.45,4.15,68235.31
1271,Suburban,Townhouse,4,1,3660,1979,No,Yes,No,3,3.59,7.11,131924.04
1272,Rural,Semi-Detached,5,2,3544,1978,No,Yes,Yes,6,7.29,12.33,388208.15
1273,Suburban,Detached,2,3,1934,1959,Yes,No,No,1,1.04,1.02,183784.49
1274,Suburban,Townhouse,1,3,1396,1988,Yes,Yes,No,2,1.86,19.26,959950.55
1275,Urban,Apartment,2,1,4424,2004,No,No,Yes,3,9.54,5.32,82411.81
1276,Rural,Apartment,2,3,3374,1977,Yes,No,No,5,2.68,21.73,975346.9
1277,Rural,Apartment,2,1,3812,1967,Yes,Yes,No,8,4.76,1.05,673726.03
1278,Rural,Townhouse,2,1,1277,1990,Yes,Yes,Yes,3,8.65,13.54,436866.34
1279,Rural,Semi-Detached,1,3,722,2014,Yes,Yes,No,5,1.0,19.53,562460.92
1280,Urban,Townhouse,3,3,2271,1995,Yes,No,Yes,6,9.33,6.33,439618.48
1281,Urban,Townhouse,2,3,2188,2009,No,Yes,Yes,3,1.48,17.84,594547.24
1282,Suburban,Detached,4,3,967,1958,No,No,Yes,5,2.54,18.16,194405.85
1283,Suburban,Townhouse,5,3,3116,1994,Yes,No,No,2,1.26,16.13,164012.55
1284,Suburban,Apartment,5,3,1845,2009,No,No,No,4,5.68,9.42,552161.14
1285,Suburban,Semi-Detached,4,3,2922,1977,No,Yes,No,9,9.49,19.73,117772.67
1286,Urban,Semi-Detached,2,2,3683,1952,No,Yes,No,3,8.55,15.9,327860.09
1287,Rural,Semi-Detached,1,1,3074,2000,No,Yes,Yes,6,6.76,14.96,930550.28
1288,Urban,Apartment,3,1,911,1957,Yes,No,Yes,5,2.67,20.57,882402.45
1289,Suburban,Apartment,5,3,2816,2019,No,No,Yes,6,8.83,6.49,839832.18
1290,Urban,Apartment,3,1,1125,2008,Yes,Yes,No,5,7.79,6.2,531805.5
1291,Rural,Apartment,1,3,1775,2010,No,Yes,Yes,1,3.4,9.97,76490.47
1292,Rural,Apartment,5,2,1511,2007,No,Yes,Yes,6,8.25,2.29,165300.8
1293,Urban,Townhouse,3,1,3945,2019,Yes,Yes,No,7,8.89,8.77,923478.52
1294,Urban,Apartment,1,1,2177,1961,Yes,Yes,No,6,7.28,10.45,844586.97
1295,Urban,Apartment,3,2,4197,1958,No,Yes,Yes,3,1.9,12.63,407695.73
1296,Suburban,Apartment,2,2,2997,1998,No,Yes,No,3,9.86,6.72,742526.76
1297,Urban,Apartment,1,2,1301,1966,Yes,Yes,No,4,1.68,22.72,861801.4
1298,Urban,Semi-Detached,3,1,2392,2003,No,Yes,No,8,6.89,7.48,639318.82
1299,Urban,Apartment,2,1,2060,1993,Yes,No,Yes,4,1.99,21.36,860850.6
1300,Rural,Townhouse,2,2,1891,1981,Yes,Yes,Yes,1,9.15,11.4,282440.31
1301,Rural,Townhouse,1,2,3369,1984,Yes,Yes,Yes,4,4.15,18.09,489028.96
1302,Suburban,Townhouse,4,2,754,1998,No,No,Yes,2,5.6,3.22,600089.7
1303,Suburban,Detached,5,2,1986,2003,Yes,No,Yes,9,2.61,13.84,649599.57
1304,Rural,Semi-Detached,1,2,3839,1965,Yes,No,Yes,7,5.92,24.04,987640.81
1305,Rural,Apartment,2,3,2673,1961,No,No,Yes,9,9.45,16.82,853634.77
1306,Rural,Detached,2,2,1916,1957,Yes,No,Yes,9,9.11,20.6,102497.87
1307,Urban,Apartment,1,3,1261,1970,No,No,No,1,1.58,6.9,210676.73
1308,Urban,Detached,4,1,3346,1997,No,No,No,3,4.4,20.1,674284.87
1309,Rural,Detached,5,1,1857,1957,Yes,Yes,Yes,4,3.41,9.11,278484.53
1310,Urban,Townhouse,3,3,1064,1977,No,Yes,No,3,5.33,12.38,201019.52
1311,Urban,Townhouse,1,2,1891,1959,No,Yes,No,4,8.5,5.1,683318.34
1312,Suburban,Detached,5,1,2078,2001,No,No,Yes,9,7.65,12.4,559603.32
1313,Rural,Townhouse,5,2,4249,1964,Yes,Yes,Yes,3,4.1,13.13,814930.48
1314,Rural,Detached,2,2,4125,1953,Yes,No,Yes,2,4.44,15.75,353393.14
1315,Urban,Semi-Detached,3,3,4463,2011,Yes,Yes,No,0,6.89,21.78,363218.71
1316,Rural,Townhouse,1,1,3003,1953,No,No,No,3,2.75,7.97,192967.36
1317,Suburban,Townhouse,2,1,4259,1990,Yes,Yes,Yes,8,1.92,24.61,669645.24
1318,Suburban,Townhouse,2,3,1590,2022,Yes,Yes,Yes,0,3.18,21.27,723447.25
1319,Suburban,Semi-Detached,4,2,3637,2004,No,Yes,No,6,2.12,10.37,181505.48
1320,Rural,Detached,5,2,3459,1977,Yes,Yes,Yes,2,4.17,6.05,291407.77
1321,Rural,Apartment,1,1,2118,1996,No,Yes,Yes,7,9.44,2.25,196557.75
1322,Rural,Townhouse,1,3,3409,1958,Yes,Yes,No,5,2.08,6.24,760293.15
1323,Rural,Detached,1,3,3164,1951,No,Yes,No,0,8.36,22.17,248642.84
1324,Rural,Semi-Detached,2,2,899,2016,No,No,Yes,9,5.81,7.65,194634.24
1325,Suburban,Apartment,4,2,786,1997,No,No,No,4,6.7,3.88,116359.12
1326,Urban,Townhouse,3,3,4457,2018,No,Yes,No,7,2.53,1.06,839734.5
1327,Suburban,Semi-Detached,2,1,2733,2023,Yes,Yes,Yes,2,2.36,7.79,167780.19
1328,Rural,Semi-Detached,3,2,2831,1977,No,Yes,Yes,3,2.46,5.8,78183.7
1329,Suburban,Apartment,4,3,2039,1963,No,Yes,Yes,6,7.0,3.0,111090.05
1330,Rural,Detached,5,3,3197,1995,No,No,Yes,5,7.73,23.8,398489.33
1331,Rural,Townhouse,1,3,3238,1962,No,No,Yes,6,9.28,7.06,616819.91
1332,Suburban,Townhouse,3,1,736,1965,No,Yes,Yes,8,4.58,0.65,428294.47
1333,Rural,Detached,2,2,3589,1989,No,Yes,Yes,8,5.16,23.63,482636.57
1334,Urban,Detached,3,2,1314,2021,Yes,Yes,No,1,5.23,14.67,923340.18
1335,Rural,Detached,5,2,1427,1979,No,Yes,Yes,2,3.43,2.53,770975.1
1336,Urban,Apartment,1,1,913,2014,Yes,No,No,3,3.95,1.27,373989.24
1337,Urban,Apartment,3,2,2455,2007,No,No,Yes,5,8.62,3.14,196598.85
1338,Rural,Townhouse,5,2,2556,1997,No,No,Yes,4,4.09,14.99,761713.82
1339,Suburban,Apartment,2,2,919,1998,Yes,No,Yes,5,8.82,2.02,594847.59
1340,Urban,Semi-Detached,4,2,528,1951,No,Yes,Yes,7,3.75,14.42,964134.35
1341,Suburban,Townhouse,2,1,4227,1963,No,No,Yes,1,4.06,16.49,913020.23
1342,Urban,Apartment,1,3,2895,1966,Yes,Yes,Yes,5,6.04,4.12,585460.59
1343,Rural,Detached,2,3,1160,1980,Yes,No,No,8,1.93,12.47,116414.68
1344,Rural,Semi-Detached,2,2,3123,1959,Yes,No,Yes,4,9.3,24.12,79411.7
1345,Urban,Detached,2,2,4450,2019,Yes,Yes,Yes,0,8.38,20.99,845644.38
1346,Rural,Townhouse,2,2,949,1986,No,No,Yes,7,7.03,18.22,713140.02
1347,Urban,Detached,1,1,879,2013,Yes,Yes,No,3,9.89,13.18,582149.52
1348,Rural,Apartment,5,2,3246,1979,Yes,Yes,No,7,1.14,10.16,704478.97
1349,Suburban,Apartment,3,1,2913,1983,Yes,Yes,Yes,3,4.7,11.56,562797.49
1350,Rural,Townhouse,4,2,1750,1967,No,Yes,Yes,7,8.73,19.23,599420.85
1351,Suburban,Detached,3,2,3689,2012,Yes,Yes,Yes,8,4.9,14.08,264594.51
1352,Rural,Townhouse,3,3,2959,1998,No,No,Yes,4,1.05,19.23,482729.19
1353,Suburban,Detached,4,2,3498,2005,No,No,Yes,4,2.42,24.26,60519.87
1354,Rural,Semi-Detached,1,1,855,2007,No,Yes,No,1,4.91,16.19,685296.97
1355,Suburban,Apartment,4,3,2801,1976,No,Yes,Yes,8,7.01,15.28,365687.43
1356,Urban,Townhouse,1,1,4114,2004,Yes,Yes,No,3,2.46,10.45,673507.94
1357,Urban,Semi-Detached,3,3,2196,1968,Yes,Yes,No,2,5.03,5.32,930138.59
1358,Suburban,Semi-Detached,1,1,1226,1972,No,No,Yes,1,1.12,9.67,612061.15
1359,Rural,Townhouse,5,3,1967,1996,Yes,Yes,No,2,5.3,13.24,361680.75
1360,Suburban,Townhouse,4,1,3228,2015,Yes,No,Yes,3,9.06,1.35,246800.69
1361,Rural,Semi-Detached,5,1,3652,2000,Yes,No,No,8,6.37,12.16,289123.06
1362,Urban,Detached,3,2,3617,1977,Yes,Yes,Yes,5,4.97,21.62,987932.18
1363,Rural,Semi-Detached,4,3,3620,2006,No,No,Yes,9,2.46,24.43,634594.9
1364,Urban,Townhouse,3,3,4020,2007,Yes,Yes,Yes,4,2.82,21.46,468518.23
1365,Rural,Semi-Detached,5,2,1309,1964,Yes,Yes,Yes,8,1.69,4.71,269426.27
1366,Rural,Detached,3,1,3978,1965,No,No,No,7,7.68,4.3,784398.18
1367,Rural,Apartment,4,1,2403,1996,Yes,Yes,No,5,1.69,10.14,418071.18
1368,Suburban,Apartment,4,3,3854,2012,Yes,Yes,No,2,4.46,6.02,336070.28
1369,Suburban,Semi-Detached,3,1,3020,1961,Yes,No,Yes,6,7.75,17.06,261189.48
1370,Urban,Detached,4,3,915,1992,No,No,Yes,9,7.42,2.57,226349.67
1371,Urban,Apartment,4,3,3526,1978,Yes,No,No,5,6.2,11.37,309708.13
1372,Suburban,Semi-Detached,3,1,1099,1998,Yes,Yes,Yes,7,6.14,7.37,645842.8
1373,Urban,Semi-Detached,5,1,3692,1952,No,No,Yes,5,1.81,15.09,277855.38
1374,Suburban,Detached,4,1,3574,2018,Yes,No,No,9,2.57,20.03,107568.49
1375,Rural,Townhouse,4,2,1839,2009,No,No,Yes,3,5.81,23.13,391073.3
1376,Urban,Semi-Detached,4,3,3007,2015,No,No,No,9,4.13,24.11,605609.31
1377,Urban,Townhouse,4,1,3798,1975,No,Yes,Yes,6,1.17,9.1,107207.15
1378,Suburban,Townhouse,3,2,578,2020,Yes,No,Yes,6,8.18,21.47,479993.92
1379,Urban,Apartment,5,1,4228,2023,Yes,No,No,7,6.88,15.0,99674.3
1380,Urban,Townhouse,5,3,4325,2018,Yes,Yes,No,1,3.93,17.46,779770.59
1381,Rural,Detached,1,2,2067,1996,Yes,No,No,5,1.88,21.35,878288.37
1382,Urban,Apartment,4,3,3322,1991,Yes,No,No,2,6.32,3.69,965617.73
1383,Rural,Apartment,4,1,4294,1980,No,Yes,No,7,4.14,23.71,706700.48
1384,Suburban,Apartment,1,1,1594,1971,No,Yes,Yes,3,3.3,13.91,650461.18
1385,Urban,Semi-Detached,5,1,3443,1966,No,Yes,No,3,7.49,8.73,709373.23
1386,Rural,Semi-Detached,2,2,1720,1969,No,Yes,Yes,1,3.95,8.8,861915.78
1387,Suburban,Townhouse,2,2,557,1957,Yes,Yes,Yes,5,2.22,18.9,816738.15
1388,Urban,Apartment,5,2,1947,1998,No,No,No,5,5.33,17.13,466571.61
1389,Suburban,Apartment,4,2,1992,1987,No,No,No,0,8.46,18.37,668519.52
1390,Urban,Detached,2,1,3171,2002,Yes,No,Yes,7,8.65,6.7,203824.27
1391,Suburban,Townhouse,3,1,2595,1977,No,No,No,2,8.64,4.67,710179.34
1392,Suburban,Detached,3,1,1958,1978,Yes,Yes,No,0,4.79,18.19,744232.0
1393,Rural,Townhouse,1,2,1708,2021,Yes,Yes,Yes,9,8.12,7.81,811244.41
1394,Suburban,Townhouse,5,2,4450,1960,Yes,Yes,Yes,0,8.65,5.95,826766.17
1395,Urban,Semi-Detached,5,1,1338,1996,No,No,No,0,5.14,5.76,467912.65
1396,Urban,Semi-Detached,2,1,2712,1994,No,Yes,Yes,4,3.87,4.14,908340.94
1397,Rural,Detached,4,2,2250,1967,No,Yes,Yes,4,7.32,10.96,981902.8
1398,Urban,Townhouse,5,3,1854,1999,No,No,Yes,0,9.14,6.89,979139.03
1399,Urban,Apartment,2,1,2877,1998,No,Yes,Yes,4,9.75,22.4,606472.91
1400,Urban,Semi-Detached,2,1,1644,1971,No,Yes,Yes,6,3.61,17.38,581508.62
1401,Suburban,Apartment,5,1,712,1994,Yes,No,Yes,4,9.61,18.72,484467.48
1402,Suburban,Detached,2,2,4394,2010,Yes,No,Yes,8,5.49,10.39,334804.39
1403,Urban,Semi-Detached,1,1,1006,1970,No,Yes,Yes,3,3.75,15.21,367069.9
1404,Rural,Semi-Detached,1,1,4124,2020,No,No,Yes,8,9.9,12.77,254964.5
1405,Suburban,Townhouse,5,1,4436,2010,Yes,Yes,Yes,7,8.9,4.6,957936.5
1406,Rural,Detached,4,1,3463,1985,Yes,No,No,0,7.23,1.67,638835.27
1407,Urban,Townhouse,1,1,3348,1973,Yes,No,No,3,9.05,17.25,937740.02
1408,Urban,Semi-Detached,1,3,2715,1981,No,No,No,6,7.13,3.47,417769.37
1409,Suburban,Detached,5,3,3542,2008,No,No,Yes,0,4.96,1.91,333285.12
1410,Urban,Semi-Detached,3,1,2069,1954,No,Yes,Yes,7,9.53,11.33,176107.68
1411,Suburban,Detached,2,1,3377,1965,Yes,Yes,Yes,1,9.67,18.58,335233.61
1412,Urban,Semi-Detached,1,1,3543,1960,No,Yes,Yes,7,3.83,19.34,895652.58
1413,Urban,Apartment,3,1,3534,1984,No,No,Yes,3,4.19,21.9,603162.39
1414,Suburban,Apartment,4,2,3334,1991,No,Yes,No,7,4.44,5.38,479854.13
1415,Suburban,Townhouse,3,2,2974,1959,No,No,Yes,0,8.4,24.65,589837.06
1416,Suburban,Apartment,5,2,2232,1957,No,Yes,No,4,8.12,19.2,898054.8
1417,Urban,Semi-Detached,4,3,4274,1975,No,No,No,8,9.85,4.35,233181.54
1418,Urban,Semi-Detached,4,1,1744,1952,Yes,No,No,6,5.19,21.1,967376.39
1419,Rural,Apartment,3,2,1515,2008,No,No,Yes,2,7.63,12.72,682884.66
1420,Suburban,Townhouse,5,1,3581,1952,Yes,Yes,No,3,8.71,2.13,862582.7
1421,Urban,Apartment,1,1,1643,1987,Yes,Yes,Yes,9,2.99,3.74,549136.53
1422,Urban,Detached,3,3,4206,1951,Yes,Yes,Yes,6,6.58,11.13,274805.98
1423,Suburban,Detached,1,3,1770,1966,No,Yes,No,5,5.93,13.5,589062.65
1424,Rural,Detached,3,2,3931,2022,No,No,No,3,7.69,23.71,114542.58
1425,Suburban,Apartment,1,2,2432,1985,No,No,No,2,7.26,5.78,859585.41
1426,Rural,Apartment,3,3,3792,2022,No,No,Yes,1,8.32,12.12,667100.15
1427,Urban,Apartment,4,3,1272,1951,Yes,No,Yes,9,3.8,6.03,318714.25
1428,Rural,Detached,2,1,2029,1983,No,Yes,No,8,2.95,14.18,310745.89
1429,Urban,Townhouse,4,1,1581,1976,Yes,Yes,Yes,2,8.25,22.78,907665.72
1430,Suburban,Semi-Detached,1,2,4398,1986,No,No,Yes,6,4.25,14.41,848861.74
1431,Suburban,Apartment,5,2,4031,2020,No,Yes,Yes,0,3.59,13.0,774953.24
1432,Suburban,Townhouse,4,3,1651,1971,Yes,No,No,7,4.03,18.88,444052.31
1433,Rural,Semi-Detached,2,2,2222,2017,Yes,No,No,0,1.6,4.12,878879.83
1434,Urban,Semi-Detached,1,1,1216,1963,Yes,No,No,1,7.96,22.69,284545.62
1435,Suburban,Semi-Detached,4,3,2633,1972,No,Yes,Yes,0,7.44,14.65,73041.22
1436,Suburban,Townhouse,3,1,603,1993,Yes,No,No,3,5.97,17.31,461131.46
1437,Urban,Townhouse,5,3,2690,2014,Yes,Yes,Yes,1,7.44,20.56,923549.03
1438,Suburban,Detached,1,3,704,2010,Yes,No,Yes,0,4.36,16.06,592665.66
1439,Urban,Townhouse,4,1,3188,2004,No,Yes,Yes,0,3.66,16.21,267963.96
1440,Urban,Townhouse,1,2,4329,2020,Yes,Yes,Yes,1,8.76,18.38,668280.24
1441,Urban,Townhouse,3,2,3609,1999,Yes,No,No,5,4.8,1.78,757736.4
1442,Urban,Semi-Detached,2,2,1886,1961,No,No,No,1,2.76,9.86,572820.94
1443,Urban,Apartment,4,2,2144,1964,Yes,Yes,Yes,1,7.74,24.09,850468.12
1444,Rural,Detached,1,1,1832,1966,Yes,Yes,No,7,4.02,6.82,612753.96
1445,Suburban,Apartment,1,3,3623,1983,Yes,Yes,No,4,2.91,13.79,141219.56
1446,Rural,Apartment,1,1,2548,1984,No,No,No,7,1.24,4.8,819067.83
1447,Suburban,Townhouse,2,2,2558,1988,Yes,No,No,7,9.74,8.42,189038.39
1448,Rural,Detached,1,2,2349,2004,Yes,Yes,No,1,5.21,18.07,888617.41
1449,Urban,Apartment,5,1,1246,2008,Yes,Yes,No,6,2.46,16.26,545752.77
1450,Suburban,Apartment,5,3,2163,1954,Yes,Yes,No,8,7.82,10.65,745273.39
1451,Suburban,Detached,1,1,1737,1979,Yes,No,No,7,8.99,23.48,973490.17
1452,Rural,Townhouse,5,1,2518,1953,Yes,No,No,8,5.75,19.49,460345.99
1453,Rural,Apartment,4,1,1455,1964,Yes,Yes,No,7,1.26,7.06,486735.75
1454,Suburban,Semi-Detached,5,3,3302,1984,No,Yes,No,3,4.29,11.9,834553.58
1455,Rural,Apartment,1,1,4127,2023,No,No,Yes,9,3.19,22.01,154725.87
1456,Rural,Semi-Detached,3,1,1017,2004,No,No,Yes,6,6.73,1.05,76313.95
1457,Rural,Townhouse,4,2,4239,2015,Yes,Yes,No,8,5.67,14.75,624100.71
1458,Urban,Apartment,2,1,1938,2009,No,Yes,No,8,4.2,6.18,209143.79
1459,Urban,Detached,1,2,1531,1973,Yes,Yes,No,3,6.84,2.06,292951.32
1460,Rural,Detached,2,2,2552,1971,Yes,No,No,6,6.26,22.87,977465.92
1461,Rural,Apartment,3,2,3933,1993,Yes,Yes,Yes,5,9.16,20.5,670490.64
1462,Urban,Townhouse,2,3,3241,1981,No,Yes,Yes,2,6.37,5.04,862974.54
1463,Urban,Townhouse,1,2,2659,2000,No,Yes,No,9,5.57,21.01,902901.49
1464,Suburban,Detached,1,1,3551,1952,Yes,No,Yes,5,8.41,4.09,165282.52
1465,Suburban,Apartment,3,1,772,2019,Yes,No,No,7,2.82,12.17,931388.64
1466,Urban,Townhouse,1,2,921,1981,No,No,Yes,1,3.19,18.28,873193.23
1467,Rural,Detached,3,2,2812,1951,No,Yes,No,2,8.05,13.58,93075.5
1468,Rural,Semi-Detached,3,1,1981,2008,No,No,Yes,7,4.98,21.34,978347.24
1469,Rural,Apartment,1,2,2759,2022,No,No,Yes,3,4.68,15.61,485401.1
1470,Rural,Semi-Detached,5,3,3649,1963,No,No,Yes,3,8.98,11.08,975763.99
1471,Suburban,Semi-Detached,3,2,1281,2000,No,No,No,1,6.49,23.17,832661.73
1472,Urban,Townhouse,1,3,3213,1960,No,No,Yes,9,8.23,1.39,468127.49
1473,Rural,Townhouse,5,3,1744,1959,Yes,Yes,No,0,8.29,12.47,535979.56
1474,Suburban,Townhouse,3,3,2916,2007,Yes,Yes,Yes,6,2.08,16.69,311342.64
1475,Rural,Apartment,5,2,3505,1983,No,Yes,Yes,3,6.88,20.98,512573.82
1476,Urban,Semi-Detached,4,3,2894,2002,No,Yes,No,5,9.57,13.76,152117.75
1477,Suburban,Apartment,4,3,2572,1977,Yes,Yes,No,7,5.32,22.2,913203.3
1478,Urban,Townhouse,5,2,1475,1967,No,No,No,6,7.59,10.94,727551.49
1479,Urban,Semi-Detached,3,3,3991,1975,Yes,No,Yes,6,6.1,8.27,814946.39
1480,Suburban,Apartment,1,2,3925,1956,Yes,Yes,No,5,2.84,24.36,554566.1
1481,Suburban,Apartment,2,1,2243,1994,No,No,No,3,2.76,16.85,169352.19
1482,Suburban,Detached,1,3,916,1994,Yes,Yes,No,3,4.9,10.93,560382.42
1483,Suburban,Apartment,2,2,3062,2020,No,Yes,Yes,8,5.35,22.02,362745.95
1484,Suburban,Townhouse,2,1,714,1984,No,No,No,4,5.53,17.24,59600.51
1485,Suburban,Apartment,3,3,4478,2001,Yes,Yes,No,8,9.6,16.13,634284.0
1486,Suburban,Semi-Detached,5,3,1635,1970,Yes,No,Yes,8,1.9,18.35,860966.76
1487,Rural,Apartment,1,2,3501,1977,Yes,Yes,No,3,4.42,18.59,725024.46
1488,Urban,Detached,5,1,4275,1993,No,No,Yes,1,5.63,12.58,262355.77
1489,Suburban,Semi-Detached,4,2,1413,2005,No,No,No,1,9.67,10.77,828176.54
1490,Rural,Semi-Detached,3,3,2082,1959,No,No,No,8,5.54,22.78,344024.51
1491,Rural,Detached,3,3,2524,1972,No,No,No,8,7.98,12.68,257561.17
1492,Rural,Townhouse,4,3,927,1997,No,No,No,2,7.74,5.79,963084.7
1493,Urban,Semi-Detached,1,3,1232,2001,No,No,Yes,4,6.1,13.28,65767.32
1494,Suburban,Townhouse,4,1,3246,1964,No,Yes,Yes,4,2.18,1.34,209190.68
1495,Rural,Semi-Detached,1,1,4133,2004,Yes,Yes,Yes,1,2.97,18.22,493650.98
1496,Urban,Semi-Detached,2,2,4280,1992,No,No,Yes,1,3.16,3.61,208715.75
1497,Urban,Townhouse,3,2,2763,1999,Yes,No,Yes,9,1.35,3.24,208526.03
1498,Urban,Semi-Detached,1,2,912,1955,Yes,Yes,Yes,0,4.41,23.69,652630.9
1499,Rural,Townhouse,5,3,4304,1982,No,Yes,No,1,6.49,19.43,828078.62
1500,Suburban,Detached,5,2,2927,2011,Yes,Yes,No,6,2.3,10.65,678536.58
1501,Rural,Townhouse,3,1,2125,2004,Yes,Yes,No,0,2.58,6.37,146379.59
1502,Rural,Detached,4,2,731,1988,Yes,Yes,Yes,0,7.36,21.17,900609.55
1503,Suburban,Semi-Detached,4,2,1334,1961,No,No,No,8,2.52,24.23,926610.44
1504,Suburban,Townhouse,1,1,757,1980,Yes,Yes,Yes,1,2.22,12.95,316952.42
1505,Suburban,Semi-Detached,4,1,4236,2023,No,Yes,Yes,3,9.8,14.71,575456.91
1506,Urban,Townhouse,3,3,1779,2002,No,Yes,No,2,1.13,6.45,510974.79
1507,Suburban,Detached,1,1,902,1983,No,No,No,3,3.93,14.94,684813.49
1508,Rural,Detached,2,1,2971,1990,Yes,Yes,Yes,6,1.31,10.31,979049.09
1509,Suburban,Townhouse,4,2,1269,1959,Yes,Yes,Yes,9,8.54,21.22,987061.33
1510,Rural,Detached,4,1,564,2001,No,No,Yes,1,6.25,9.74,533687.11
1511,Urban,Semi-Detached,1,3,2737,2006,No,No,No,1,1.43,16.4,137352.18
1512,Rural,Semi-Detached,5,2,4174,1952,No,Yes,Yes,8,6.54,5.48,367748.9
1513,Rural,Apartment,4,3,1449,2006,Yes,No,Yes,5,2.11,2.72,442888.17
1514,Suburban,Detached,3,1,672,1982,Yes,Yes,No,6,5.46,1.49,557901.69
1515,Suburban,Semi-Detached,4,3,3306,1956,Yes,Yes,Yes,4,7.02,10.68,962351.85
1516,Rural,Townhouse,2,3,4339,1953,Yes,No,No,4,2.34,4.51,299296.65
1517,Suburban,Detached,4,1,3175,1988,Yes,Yes,Yes,3,5.47,24.84,559853.33
1518,Urban,Semi-Detached,5,1,3108,1997,Yes,No,No,7,5.12,20.06,326495.36
1519,Urban,Detached,4,2,1750,2023,Yes,No,Yes,6,9.24,17.49,923488.77
1520,Suburban,Townhouse,1,2,3548,1965,No,No,No,9,9.96,20.18,990459.81
1521,Urban,Semi-Detached,4,2,4152,1987,Yes,No,Yes,1,6.89,6.94,877202.3
1522,Suburban,Apartment,5,1,1911,1953,No,Yes,Yes,1,8.69,22.04,371806.41
1523,Rural,Apartment,1,3,2948,1953,Yes,Yes,No,5,6.82,24.89,313989.82
1524,Rural,Detached,3,3,1137,1976,No,Yes,No,0,8.89,7.6,459612.08
1525,Urban,Townhouse,1,2,1448,1966,Yes,No,Yes,6,4.9,24.62,760197.26
1526,Suburban,Semi-Detached,2,2,2760,2019,Yes,Yes,Yes,7,6.47,8.35,58849.72
1527,Suburban,Townhouse,1,1,2600,2003,Yes,No,Yes,9,8.61,0.79,995355.6
1528,Urban,Semi-Detached,3,3,3171,1957,No,Yes,Yes,7,9.26,9.5,889240.79
1529,Rural,Detached,4,2,2194,2002,Yes,No,Yes,2,1.22,24.94,72624.75
1530,Urban,Semi-Detached,1,1,1251,1954,Yes,Yes,Yes,6,1.94,16.06,412995.14
1531,Rural,Townhouse,1,2,1161,2018,No,Yes,Yes,0,9.38,17.54,703442.36
1532,Suburban,Townhouse,1,1,2686,1996,Yes,No,No,2,6.12,6.34,279335.57
1533,Rural,Detached,1,3,2965,2023,Yes,Yes,Yes,5,9.91,4.08,185696.78
1534,Urban,Townhouse,3,1,4196,1989,No,No,No,8,8.13,22.2,647852.49
1535,Suburban,Semi-Detached,5,2,642,1956,Yes,No,Yes,4,8.36,10.63,908349.18
1536,Urban,Detached,5,2,2405,1961,No,Yes,Yes,4,4.48,0.6,957813.66
1537,Urban,Semi-Detached,1,3,3056,1974,No,Yes,No,8,3.32,7.71,59750.14
1538,Rural,Townhouse,3,3,3197,1977,No,Yes,Yes,8,6.38,5.3,880734.49
1539,Urban,Detached,3,2,985,1992,Yes,No,No,5,8.91,15.29,582729.51
1540,Rural,Semi-Detached,1,2,1491,1996,Yes,No,Yes,4,7.53,19.03,275819.08
1541,Suburban,Townhouse,2,2,1960,1998,No,No,Yes,9,5.25,12.69,636096.52
1542,Rural,Townhouse,1,3,4387,2003,No,No,Yes,1,7.78,5.05,995999.33
1543,Suburban,Apartment,2,2,3090,1967,Yes,No,Yes,7,7.21,1.92,312363.72
1544,Rural,Townhouse,1,3,792,1976,Yes,No,No,7,9.22,8.18,313043.86
1545,Urban,Semi-Detached,2,2,2143,2021,Yes,No,No,6,3.37,20.25,713995.34
1546,Rural,Detached,2,1,3855,1955,No,No,No,7,2.07,10.78,91047.18
1547,Rural,Apartment,1,1,3218,2018,Yes,No,Yes,2,5.23,6.68,829519.86
1548,Suburban,Townhouse,2,2,1337,2020,No,Yes,No,2,4.25,1.01,669902.48
1549,Urban,Townhouse,4,1,1537,1971,No,No,Yes,1,9.77,12.65,849131.71
1550,Rural,Townhouse,5,3,3181,2008,Yes,No,No,0,1.07,17.28,269203.07
